"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
81103093,movie,fall girls,chris stokes,"amara la negra, erica hubbard, joely fisher, paris phillips, erica peeples, tami roman, alfred thomas ii, j-boog, hunter ives, dylan mooney",united states,"2020-01-01",2019,tv-14,"80 min",comedies,"following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",80.0
60000393,movie,final destination,james wong,"devon sawa, ali larter, kerr smith, kristen cloke, seann william scott, tony todd, daniel roebuck, chad donella, roger guenveur smith, amanda detmer",united states,"2020-01-01",2000,r,"98 min","cult movies, horror movies, thrillers","after narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that death is not so easily cheated.",98.0
60026114,movie,final destination 2,david r. ellis,"ali larter, a.j. cook, michael landes, terrence 't.c.' carson, jonathan cherry, keegan connor tracy, sarah carter, lynda boyd, david paetkau, justina machado","united states, canada","2020-01-01",2003,r,"90 min","horror movies, thrillers","on a road trip with friends, kimberly has a premonition that saves everyone from a freak accident. more terrifying visions prompt her to seek help.",90.0
70042687,movie,final destination 3,james wong,"mary elizabeth winstead, ryan merriman, kris lemche, alexz johnson, sam easton, jesse moss, gina holden, texas battle, chelan simmons, crystal lowe, amanda crew","united states, germany","2020-01-01",2006,r,"93 min",horror movies,"when a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",93.0
523650,movie,free willy,simon wincer,"jason james richter, lori petty, jayne atkinson, august schellenberg, michael madsen, michael ironside, richard riehle, mykelti williamson, michael bacall, danielle harris","united states, france, mexico","2020-01-01",1993,pg,"112 min","children & family movies, dramas","ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.",112.0
70104894,movie,friday the 13th,marcus nispel,"jared padalecki, danielle panabaker, amanda righetti, travis van winkle, aaron yoo, derek mears, jonathan sadowski, julianna guill, ben feldman, arlen escarpeta, ryan hansen",united states,"2020-01-01",2009,r,"97 min",horror movies,"a group of teenage camp counselors raises the ire of jason voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.",97.0
70081015,movie,garfield gets real,"mark a.z. dippé, kyung ho lee","frank welker, wally wingert, gregg berger, jennifer darling, pat fraley, jason marsden, neil ross, audrey wasilewski, stephen stanton, greg eagles","","2020-01-01",2007,tv-y7,"78 min","children & family movies, comedies","after trying to live in the ""real world"" and concluding it isn't for him, garfield must return to his comic-strip home before getting trapped forever.",78.0
70100448,movie,garfield's fun fest,"mark a.z. dippé, eondeok han","frank welker, tim conway, gregg berger, wally wingert, audrey wasilewski, fred tatasciore, stephen stanton, jennifer darling, neil ross, greg eagles","united states, south korea","2020-01-01",2008,tv-y7,"79 min","children & family movies, comedies","garfield has long been the champ at a yearly competition for the funniest comic strip. but this time, garfield must battle tall, handsome ramone.",79.0
70118155,movie,garfield's pet force,mark a.z. dippé,"frank welker, vanessa marshall, gregg berger, wally wingert, audrey wasilewski, jason marsden, fred tatasciore, stephen stanton, jennifer darling, neil ross, greg eagles, cathy cavadini, david michie, greg finley","south korea, united states","2020-01-01",2009,g,"78 min","children & family movies, comedies","when an alien menace and her army of undead minions threaten to enslave the world, garfield heads a team of comic-strip superheroes to save the day.",78.0
70044594,movie,ghost rider,mark steven johnson,"nicolas cage, eva mendes, wes bentley, sam elliott, donal logue, matt long, peter fonda, brett cullen, raquel alessi, laurence breuls","united states, australia","2020-01-01",2007,pg-13,"110 min","action & adventure, sci-fi & fantasy","stunt cyclist johnny blaze makes a bargain with the sinister mephisto to save a loved one. years later, johnny gets the chance to reclaim his soul.",110.0
81088083,movie,ghost stories,"anurag kashyap, dibakar banerjee, karan johar, zoya akhtar","janhvi kapoor, sobhita dhulipala, sukant goel, gulshan devaiah, mrunal thakur, avinash tiwary, vijay varma, sagar arya, surekha sikri, pavail gulati",india,"2020-01-01",2020,tv-ma,"145 min","horror movies, international movies, thrillers","the directors of emmy-nominated ""lust stories"" (zoya akhtar, anurag kashyap, dibakar banerjee and karan johar) reunite for this quartet of thrillers.",145.0
11819467,movie,godzilla,roland emmerich,"matthew broderick, jean reno, maria pitillo, hank azaria, kevin dunn, michael lerner, harry shearer, arabella field, vicki lewis, doug savant, malcolm danare","united states, japan","2020-01-01",1998,pg-13,"139 min","action & adventure, sci-fi & fantasy",a team of experts – including a biologist and two scientists – must stop an oversized lizard from destroying all of manhattan.,139.0
70065096,movie,hairspray,adam shankman,"nikki blonsky, john travolta, michelle pfeiffer, christopher walken, amanda bynes, james marsden, queen latifah, zac efron, brittany snow, allison janney, elijah kelley, jerry stiller","united states, united kingdom, canada","2020-01-01",2007,pg,"116 min","children & family movies, comedies, music & musicals","in 1962, ambitious plus-size teen tracy turnblad tries to integrate a racially divided baltimore one watusi at a time.",116.0
70000091,movie,harold & kumar go to white castle,danny leiner,"john cho, kal penn, paula garcés, neil patrick harris, david krumholtz, eddie kaye thomas, christopher meloni, ryan reynolds, fred willard","united states, canada, germany","2020-01-01",2004,r,"88 min","comedies, cult movies",buddies harold and kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find white castle.,88.0
70019506,movie,hitch,andy tennant,"will smith, eva mendes, kevin james, amber valletta, julie ann emery, adam arkin, robinne lee, nathan lee graham, michael rapaport, jeffrey donovan",united states,"2020-01-01",2005,pg-13,"118 min","comedies, romantic movies","smooth and sexy hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",118.0
70150473,movie,hunt to kill,keoni waxman,"steve austin, gil bellows, gary daniels, marie avgeropoulos, emilie ullerup, michael eklund, eric roberts, michael hogan, donnelly rhodes, adrian holmes",canada,"2020-01-01",2010,r,"97 min",action & adventure,u.s. border patrol agent and deadly hunter jim rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,97.0
70131314,movie,inception,christopher nolan,"leonardo dicaprio, joseph gordon-levitt, ellen page, tom hardy, ken watanabe, dileep rao, cillian murphy, tom berenger, marion cotillard, pete postlethwaite, michael caine, lukas haas","united states, united kingdom","2020-01-01",2010,pg-13,"148 min","action & adventure, sci-fi & fantasy, thrillers","in this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts.",148.0
70284281,movie,instructions not included,eugenio derbez,"eugenio derbez, jessica lindsey, loreto peralta, daniel raymont, alessandra rosaldo, hugo stiglitz, arcelia ramírez, sammy pérez, agustín bernal, karla souza",mexico,"2020-01-01",2013,pg-13,"122 min","comedies, dramas, international movies","unable to locate the elusive mother of a baby girl left on his doorstep, an acapulco playboy unexpectedly begins to develop feelings for the tot.",122.0
81084305,movie,jeff dunham: unhinged in hollywood,michael simon,jeff dunham,united states,"2020-01-01",2015,tv-ma,"71 min",stand-up comedy,unfiltered ventriloquist jeff dunham brings his ragtag crew of puppet pals to hollywood for big laughs about celebrity culture and california living.,71.0
60021788,movie,jimmy neutron: boy genius,john a. davis,"debi derryberry, jeffrey garcia, rob paulsen, megan cavanagh, mark decarlo, carolyn lawrence, andrea martin, candi milo, crystal scales, martin short, patrick stewart, jim cummings",united states,"2020-01-01",2001,g,"83 min","children & family movies, comedies, sci-fi & fantasy","when gooey green aliens kidnap all the adults in retroville, it's up to 11-year-old jimmy neutron to come up with a plan to rescue them.",83.0
70112732,movie,julie & julia,nora ephron,"meryl streep, amy adams, stanley tucci, chris messina, linda emond, helen carey, mary lynn rajskub, jane lynch, joan juliet buck",united states,"2020-01-01",2009,pg-13,"123 min","comedies, dramas","in this heartwarming tale, julie powell decides to spice up her uneventful life by cooking all 524 recipes outlined in julia child's classic cookbook.",123.0
60021790,movie,kate & leopold,james mangold,"meg ryan, hugh jackman, liev schreiber, breckin meyer, natasha lyonne, bradley whitford, paxton whitehead, spalding gray, josh stamberg, matthew sussman",united states,"2020-01-01",2001,pg-13,"118 min","comedies, romantic movies",a present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,118.0
60031236,movie,kill bill: vol. 1,quentin tarantino,"uma thurman, lucy liu, vivica a. fox, daryl hannah, david carradine, michael madsen, julie dreyfus, chiaki kuriyama, sonny chiba, gordon liu","united states, japan","2020-01-01",2003,r,"111 min",action & adventure,"an assassin is shot by her ruthless employer, bill, and other members of their assassination circle. but she lives – and plots her vengeance.",111.0
60032563,movie,kill bill: vol. 2,quentin tarantino,"uma thurman, david carradine, michael madsen, daryl hannah, gordon liu, michael parks, perla haney-jardine, helen kim, claire smithies, clark middleton",united states,"2020-01-01",2004,r,"137 min",action & adventure,"the bride has three left on her rampage list: budd, elle driver and bill himself. but when she arrives at bill's house, she's in for a surprise.",137.0
673843,movie,kingpin,"peter farrelly, bobby farrelly","woody harrelson, randy quaid, vanessa angel, bill murray, chris elliott, william jordan, richard tyson, lin shaye",united states,"2020-01-01",1996,pg-13,"114 min","comedies, cult movies, sports movies","after a bowler loses his hand, his career takes a nosedive. that is, until he uncovers the next big thing: an amish kid named ishmael.",114.0
1180086,movie,kiss the girls,gary fleder,"morgan freeman, ashley judd, cary elwes, alex mcarthur, tony goldwyn, jay o. sanders, bill nunn, brian cox",united states,"2020-01-01",1997,r,"116 min",thrillers,a forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,116.0
281550,movie,la bamba,luis valdez,"lou diamond phillips, esai morales, rosanna desoto, elizabeth peña, danielle von zerneck, joe pantoliano, rick dees, marshall crenshaw, howard huntsberry, brian setzer",united states,"2020-01-01",1987,pg-13,"109 min","classic movies, dramas, music & musicals","the plane crash that killed buddy holly also took ritchie valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",109.0
70125232,movie,legend of the guardians: the owls of ga'hoole,zack snyder,"helen mirren, geoffrey rush, jim sturgess, hugo weaving, emily barclay, abbie cornish, ryan kwanten, anthony lapaglia, miriam margolyes, sam neill","united states, australia","2020-01-01",2010,pg,"97 min",children & family movies,"soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",97.0
81167137,tv show,live up to your name,"","kim nam-gil, kim ah-joong, yoo min-kyu, moon ga-young, yun ju-sang, um hyo-sup, an seok-hwan, lee dae-yeon, oh dae-whan","","2020-01-01",2017,tv-14,"1 Season","international tv shows, korean tv shows, tv dramas","pushed together by twists of time, a joseon doctor and a cardiac surgeon overcome their 400-year divide as they learn and heal through each other.",480.0
81211681,movie,luccas neto in: children's day,lucas margutti,"luccas neto, vivian duarte, giobanna alparone, jéssica diehl","","2020-01-01",2019,tv-y7,"81 min","children & family movies, comedies","when luccas neto plans a big children's day celebration, an unexpected threat at school puts the party – and his friends – at risk.",81.0
60000440,movie,magnolia,paul thomas anderson,"jeremy blackman, tom cruise, melinda dillon, april grace, luis guzmán, philip baker hall, philip seymour hoffman, ricky jay, william h. macy, alfred molina, julianne moore, michael murphy, john c. reilly, jason robards, melora walters",united states,"2020-01-01",1999,r,"189 min","dramas, independent movies","through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.",189.0
81217437,movie,mandi,shyam benegal,"shabana azmi, smita patil, naseeruddin shah, amrish puri, kulbhushan kharbanda, saeed jaffrey, om puri, sreela mazumdar, neena gupta",india,"2020-01-01",1983,tv-ma,"155 min","dramas, independent movies, international movies","forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of hyderabad.",155.0
60000480,movie,mansfield park,patricia rozema,"frances o'connor, embeth davidtz, jonny lee miller, alessandro nivola, harold pinter, lindsay duncan, sheila gish, james purefoy, victoria hamilton, hugh bonneville",united kingdom,"2020-01-01",1999,pg-13,"112 min","comedies, dramas, international movies","a poor heroine is sent to live with wealthy relatives in 1800s england, where her wit and writing talent find the room, and circumstance, to grow.",112.0
80117557,tv show,messiah,"","michelle monaghan, mehdi dehbi, john ortiz, tomer sisley, melinda page hamilton, stefania lavie owen, sayyid el alami, jane adams, wil traval, fares landoulsi",united states,"2020-01-01",2020,tv-ma,"1 Season","tv dramas, tv thrillers",a wary cia officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. a fictional story not based on true events.,480.0
70021634,movie,monster-in-law,robert luketic,"jennifer lopez, jane fonda, michael vartan, wanda sykes, adam scott, monet mazur, annie parisse, will arnett, elaine stritch, stephen dunham","united states, germany","2020-01-01",2005,pg-13,"101 min","comedies, romantic movies",an office temp thinks she's found mr. right when she starts dating a handsome surgeon. but there's a problem standing in the way of everlasting bliss.,101.0
70112500,movie,moon,duncan jones,"sam rockwell, kevin spacey, dominique mcelligott, rosie shaw, adrienne shaw, kaya scodelario, benedict wong, matt berry, malcolm stewart, robin chalk","united kingdom, united states","2020-01-01",2009,r,"97 min","dramas, independent movies, sci-fi & fantasy","as he nears the end of a lonely three-year stint on the moon base sarang, astronaut sam bell begins to hear and see strange things.",97.0
786137,movie,my girl,howard zieff,"dan aykroyd, jamie lee curtis, macaulay culkin, anna chlumsky, richard masur, griffin dunne, ann nelson, peter michael goetz, jane hallaren, anthony r. jones",united states,"2020-01-01",1991,pg-13,"102 min",dramas,this coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,102.0
60034568,movie,new york minute,dennie gordon,"mary-kate olsen, ashley olsen, eugene levy, andy richter, riley smith, jared padalecki, drew pinsky, darrell hammond, andrea martin, alannah ong, mary bond davis, bob saget, jack osbourne",united states,"2020-01-01",2004,pg,"91 min","children & family movies, comedies","when bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.",91.0
80197991,tv show,"nisman: the prosecutor, the president, and the spy",justin webster,"","","2020-01-01",2020,tv-ma,"1 Season","crime tv shows, docuseries, international tv shows","this docuseries details the suspicious death of alberto nisman, investigator of the 1994 bombing of the argentine israelite mutual association building.",480.0
70050507,movie,pan's labyrinth,guillermo del toro,"ivana baquero, sergi lópez, maribel verdú, doug jones, ariadna gil, álex angulo, manolo solo, césar vea, roger casamajor, sergi lopez","mexico, spain","2020-01-01",2006,r,"119 min","dramas, international movies, sci-fi & fantasy",young ofelia meets a mythical faun who claims she is destined to become princess of the underworld. but first she must carry out three perilous tasks.,119.0
70125581,movie,paranormal activity,oren peli,"katie featherston, randy mcdowell, amber armstrong, mark fredrichs, micah sloat, ashley palmer, james piper",united states,"2020-01-01",2007,r,"86 min","horror movies, thrillers","when katie and micah fear their home may be haunted by a demonic presence, micah sets up a video camera to document all the action.",86.0
846071,movie,patriot games,phillip noyce,"harrison ford, anne archer, patrick bergin, sean bean, thora birch, james fox, samuel l. jackson, polly walker, j.e. freeman, james earl jones, richard harris",united states,"2020-01-01",1992,r,"117 min",action & adventure,cia desk jockey jack ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a british royal family member.,117.0
81085364,movie,pokémon the movie: power of us,tetsuo yajima,"gim yeong-seon, ikue otani, o inseong, i sen-ho, jeong-shin woo, sarah natochenny","","2020-01-01",2018,tv-y7,"98 min","anime features, children & family movies","ash and pikachu journey to fula city for its wind festival. when disaster looms, they must work together with a group of misfits to save the day!",98.0
81140307,movie,posesif,edwin,"putri marino, adipati dolken, gritte agatha, chicco kurniawan, yayu unru, cut mini theo, ismail basbeth, maulidina k. putri",indonesia,"2020-01-01",2017,tv-14,"102 min","dramas, international movies, romantic movies",a student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,102.0
80188351,tv show,reply 1988,"","lee hye-ri, park bo-gum, ryu jun-yeol, ko kyoung-pyo, lee dong-hwi, ryu hye-young, sung dong-il, lee il-hwa","","2020-01-01",2015,tv-14,"1 Season","international tv shows, korean tv shows, romantic tv shows",take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in seoul.,480.0
70128695,movie,resident evil: afterlife,paul w.s. anderson,"milla jovovich, ali larter, kim coates, shawn roberts, sergio peris-mencheta, spencer locke, boris kodjoe, wentworth miller","germany, france, united states, canada, united kingdom","2020-01-01",2010,r,"97 min","action & adventure, horror movies, sci-fi & fantasy","the undead apocalypse continues as super-soldier alice finds her way to a supposed sanctuary in los angeles, which may just be a deadly trap.",97.0
80095807,movie,riot,john lyde,"matthew reese, dolph lundgren, danielle chuchran, chuck liddell, michael flynn, renny grames, eve mauro, melanie stone, michaela mcallister, amy sturdivant",united states,"2020-01-01",2015,tv-ma,"88 min",action & adventure,"seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the russian kingpin who ruined his life.",88.0
70121008,movie,road trip: beer pong,steve rash,"nestor aaron absera, julianna guill, preston jones, julia levy-boeken, danny pudi, michael trotter, daniel newman, dj qualls",united states,"2020-01-01",2009,r,"97 min",comedies,"when three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey.",97.0
81167101,tv show,save me,"","taecyeon, seo ye-ji, cho seong-ha, woo do‑hwan, son byung-ho, kim kwang-gyoo, yun yoo-sun, park ji-young, jeong hae-gyoon, jang hyeok-jin","","2020-01-01",2017,tv-14,"1 Season","international tv shows, korean tv shows, tv dramas",four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.,480.0
60000870,movie,scary movie,keenen ivory wayans,"anna faris, jon abrahams, shannon elizabeth, shawn wayans, regina hall, marlon wayans, lochlyn munro, cheri oteri, carmen electra, dave sheridan, kurt fuller, rick ducommun, james van der beek, keenen ivory wayans, marissa jaret winokur, dan joffre",united states,"2020-01-01",2000,r,"88 min","comedies, horror movies","the wayans brothers spoof some of hollywood's biggest blockbusters, including scream, i know what you did last summer, the matrix and american pie.",88.0
70260512,movie,seal team six: the raid on osama bin laden,john stockwell,"cam gigandet, anson mount, freddy rodríguez, xzibit, kathleen robertson, robert knepper, eddie kaye thomas, kenneth miller, william fichtner, jenny gabrielle, mo gallini",united states,"2020-01-01",2012,tv-ma,"90 min",action & adventure,"in this dramatic recreation, u.s. navy seal team 6 trains for a critical mission, then executes a tough nighttime raid on osama bin laden's compound.",90.0
80135276,movie,siren,gregg bishop,"chase williamson, hannah fierman, justin welborn, hayes mercure, michael aaron milligan, brittany s. hall, randy mcdowell, lindsey garrett, william mark mccullough, patrick wood",united states,"2020-01-01",2016,tv-ma,"83 min",horror movies,a groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.,83.0
60035996,movie,sliver,phillip noyce,"sharon stone, william baldwin, tom berenger, polly walker, colleen camp, amanda foreman, martin landau, cch pounder, nina foch, keene curtis",united states,"2020-01-01",1993,r,"107 min",thrillers,"a divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored.",107.0
60000409,movie,snow day,chris koch,"chris elliott, mark webber, jean smart, schuyler fisk, iggy pop, pam grier, john schneider, chevy chase, zena grey, josh peck",united states,"2020-01-01",2000,pg,"89 min","children & family movies, comedies","when a snow day shuts down the whole town, the wheeler family cuts loose. hal makes a play for the most popular girl in his school, 10-year-old natalie takes on the dreaded snowplow man, and dad gets into a showdown with a rival meteorologist.",89.0
80201590,tv show,spinning out,"","kaya scodelario, january jones, will kemp, willow shields, evan roderick, david james elliott, sarah wright olsen, svetlana efremova, amanda zhou, mitchell edwards, kaitlyn leeb, johnny weir","","2020-01-01",2020,tv-ma,"1 Season",tv dramas,"a figure skating olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",480.0
60022396,movie,strictly ballroom,baz luhrmann,"paul mercurio, tara morice, bill hunter, pat thomson, gia carides, peter whitford, barry otto, john hannan","australia, united kingdom","2020-01-01",1992,pg,"95 min","classic movies, comedies, romantic movies","dumped by his partner just before a major dance competition, gifted hoofer scott hastings is forced to take a graceless neophyte as his new partner.",95.0
28631029,movie,stuart little,rob minkoff,"michael j. fox, jonathan lipnicki, geena davis, hugh laurie, nathan lane","germany, united states","2020-01-01",1999,pg,"85 min","children & family movies, comedies",mr. and mrs. little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.,85.0
60022058,movie,stuart little 2,rob minkoff,"michael j. fox, geena davis, hugh laurie, jonathan lipnicki, nathan lane, melanie griffith, james woods, steve zahn",united states,"2020-01-01",2002,pg,"78 min","children & family movies, comedies","zany misadventures are in store as lovable city mouse stuart and his human brother, george, raise the roof in this sequel to the 1999 blockbuster.",78.0
70077544,movie,sweeney todd: the demon barber of fleet street,tim burton,"johnny depp, helena bonham carter, alan rickman, timothy spall, sacha baron cohen, jamie campbell bower, laura michelle kelly, jayne wisener, ed sanders","united states, united kingdom","2020-01-01",2007,r,"116 min","dramas, horror movies, music & musicals","after being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of london.",116.0
60023856,movie,teenage mutant ninja turtles ii: the secret of the ooze,michael pressman,"paige turco, david warner, mark caso, michelan sisti, leif tilden, kenn scott, kevin clash, ernie reyes jr., françois chau, kevin nash","united states, hong kong","2020-01-01",1991,pg,"88 min","children & family movies, comedies","the evil shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants.",88.0
1029730,movie,teenage mutant ninja turtles: the movie,steve barron,"judith hoag, elias koteas, josh pais, michelan sisti, leif tilden, david forman, michael turney, jay patterson, raymond serra, james saito, kevin clash","","2020-01-01",1990,pg,"94 min","action & adventure, comedies","after exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.",94.0
60029154,movie,terminator 3: rise of the machines,jonathan mostow,"arnold schwarzenegger, nick stahl, claire danes, kristanna loken, david andrews, mark famiglietti, earl boen, moira sinise, chopper bernet, christopher lawford","united states, germany, united kingdom","2020-01-01",2003,r,"109 min","action & adventure, sci-fi & fantasy","ten years after john connor saved earth from judgment day, he encounters t-x, a robotic assassin ordered to finish what t-1000 started.",109.0
70103524,movie,terminator salvation,mcg,"christian bale, sam worthington, moon bloodgood, helena bonham carter, anton yelchin, jadagrace, bryce dallas howard, common, jane alexander, michael ironside","united states, germany, united kingdom, italy","2020-01-01",2009,pg-13,"115 min","action & adventure, sci-fi & fantasy","all grown up in post-apocalyptic 2018, john connor must lead the resistance of humans against increasingly dominating militaristic robots.",115.0
70021631,movie,the amityville horror,andrew douglas,"ryan reynolds, melissa george, chloë grace moretz, jesse james, jimmy bennett, rachel nichols, philip baker hall, isabel conner, brendan donaldson, annabel armour",united states,"2020-01-01",2005,r,"89 min",horror movies,"this hair-raising remake of the 1979 horror hit depicts the ordeal of the lutz family, whose new home has a gory past and a legacy of demons.",89.0
81012487,tv show,the bride of habaek,"","shin sae-kyeong, nam joo-hyuk, lim ju-hwan, krystal jung, gong myoung, lee gyoung-young, yang dong-geun","","2020-01-01",2017,tv-14,"1 Season","international tv shows, korean tv shows, romantic tv shows","when a quest for divine stones in the human world goes awry, the water god habaek seeks help from a psychiatrist predestined to serve him.",480.0
81044551,tv show,the circle,"",michelle buteau,"","2020-01-01",2020,tv-ma,"1 Season",reality tv,"status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",480.0
404067,movie,the craft,andrew fleming,"robin tunney, fairuza balk, neve campbell, rachel true, skeet ulrich, christine taylor, breckin meyer, nathaniel marston, cliff de young, assumpta serna",united states,"2020-01-01",1996,r,"101 min","horror movies, thrillers","at a catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.",101.0
70020296,movie,the crying game,neil jordan,"stephen rea, miranda richardson, forest whitaker, jaye davidson, adrian dunbar, breffini mckenna, joe savino, birdie sweeney, andree bernard, jim broadbent","united kingdom, japan, united states","2020-01-01",1992,r,"112 min","classic movies, independent movies, thrillers","ira terrorist fergus bonds with his prisoner, jody. jody tells fergus of his girlfriend, dil, with whom fergus later falls in love.",112.0
70021652,movie,the dukes of hazzard,jay chandrasekhar,"johnny knoxville, seann william scott, jessica simpson, burt reynolds, m.c. gainey, david koechner, kevin heffernan, james roday, michael roof, joe don baker",united states,"2020-01-01",2005,pg-13,"104 min","action & adventure, comedies","the duke boys are back in this comedy based on the tv series, following bo and luke as they tear around hazzard county in their trusty dodge charger.",104.0
70061763,movie,the dukes of hazzard: the beginning,robert berlinger,"randy wayne, jonathan bennett, joel david moore, willie nelson, april scott, harland williams, christopher mcdonald, hal williams, sherilyn fenn, gary cole",united states,"2020-01-01",2007,r,"95 min","action & adventure, comedies","the mischievous duke boys, bo and luke, are sent to live with their uncle jesse and cousin daisy in this prequel movie to the popular tv series.",95.0
70113006,movie,the final destination,david r. ellis,"bobby campo, shantel vansanten, nick zano, haley webb, mykelti williamson, krista allen, andrew fiscella, justin welborn, stephanie honoré",united states,"2020-01-01",2009,r,"82 min",horror movies,"nick o'bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",82.0
70105370,movie,the invention of lying,"ricky gervais, matthew robinson","ricky gervais, jennifer garner, jonah hill, louis c.k., jeffrey tambor, fionnula flanagan, rob lowe, tina fey, donna sorbello, stephanie march",united states,"2020-01-01",2009,pg-13,"99 min","comedies, romantic movies","in a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",99.0
60004484,movie,the lord of the rings: the return of the king,peter jackson,"elijah wood, ian mckellen, liv tyler, viggo mortensen, sean astin, cate blanchett, john rhys-davies, bernard hill, billy boyd, dominic monaghan, orlando bloom, hugo weaving","new zealand, united states","2020-01-01",2003,pg-13,"201 min","action & adventure, sci-fi & fantasy","aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor.",201.0
60004483,movie,the lord of the rings: the two towers,peter jackson,"elijah wood, ian mckellen, liv tyler, viggo mortensen, sean astin, cate blanchett, john rhys-davies, bernard hill, christopher lee, billy boyd, dominic monaghan, orlando bloom","new zealand, united states","2020-01-01",2002,pg-13,"179 min","action & adventure, sci-fi & fantasy","frodo and sam head to mordor to destroy the one ring of power while gimli, legolas and aragorn search for the orc-captured merry and pippin.",179.0
5670479,movie,the mask of zorro,martin campbell,"antonio banderas, anthony hopkins, catherine zeta-jones, stuart wilson, matt letscher, tony amendola, pedro armendáriz jr., william marquez, josé pérez, victor rivers","united states, germany, mexico","2020-01-01",1998,pg-13,"138 min","action & adventure, romantic movies","an aging zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",138.0
60001808,movie,the naked gun 2 1/2: the smell of fear,david zucker,"leslie nielsen, priscilla presley, george kennedy, o.j. simpson, robert goulet, richard griffiths, jacqueline brookes","","2020-01-01",1991,pg-13,"85 min",comedies,"bumbling cop frank drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business.",85.0
60001807,movie,the naked gun: from the files of police squad!,david zucker,"leslie nielsen, priscilla presley, ricardo montalban, george kennedy, o.j. simpson, susan beaubian, nancy marchand, raye birk",united states,"2020-01-01",1988,pg-13,"85 min","comedies, cult movies","in this slapstick comedy classic, hapless cop frank drebin causes more problems than he solves while trying to stop a plot to kill queen elizabeth ii.",85.0
793907,movie,the natural,barry levinson,"robert redford, robert duvall, glenn close, kim basinger, wilford brimley, barbara hershey, robert prosky, richard farnsworth, joe don baker, john finnegan",united states,"2020-01-01",1984,pg,"138 min","classic movies, dramas, sports movies",a gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,138.0
60001854,movie,the original kings of comedy,spike lee,"steve harvey, d.l. hughley, cedric the entertainer, bernie mac",united states,"2020-01-01",2000,r,"111 min",stand-up comedy,"director spike lee documents the last night of the hit comedy tour featuring comics steve harvey, cedric the entertainer, d.l. hughley and bernie mac.",111.0
